title,prefecture,review_count,checkin_month,checkin_day,checkout_month,checkout_day,restaurant,pool,airport_shuttle,beach,parking,24-hour_front_desk,laundry,garden,heating,daily_housekeeping,facilities_for_disabled_guests,family_rooms,tea/coffee_maker_in_all_rooms,bar,spa,fitness_center,room_service,baggage_storage,air_conditioning,terrace,hot_spring_bath,elevator,designated_smoking_area,skiing,price
RAKURO Kyoto by THE SHARE HOTELS,Kyoto,2371.0,12,8,12,13,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39080.0
"Hotel Toranomon Hills, The Unbound Collection By Hyatt",Tokyo,231.0,12,8,12,13,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,113351.0
UMEDAHOLIC HOTEL,Osaka,3453.0,11,3,11,8,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,42152.0
Tsuruga Manten Hotel Ekimae,Fukui,601.0,11,3,11,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24303.0
Hotel Route Inn Ise,Mie,603.0,12,8,12,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25781.0
Onyado Nono Sakaiminato Natural Hot Spring,Tottori,1372.0,11,3,11,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57744.0
Lime Resort Myoko,Niigata,103.0,12,8,12,13,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,55412.0
Fenix West,Hokkaido,205.0,12,1,12,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,52058.0
APA Hotel Nagano,Nagano,1102.0,12,1,12,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18149.0
Hakodate Yunokawa Onsen Umi to Akari Hewitt Resort,Hokkaido,752.0,12,1,12,6,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,34810.0
APA Hotel Osaka Kadomashi Ekimae,Osaka,477.0,12,1,12,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22223.0
Ada Garden Hotel Okinawa,Okinawa,362.0,12,15,12,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30797.0
Atami Korakuen Hotel,Shizuoka,1043.0,12,1,12,6,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,86352.0
森長旅館 Moricho Ryokan,Akita,1531.0,12,1,12,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,44680.0
Hotel Route-Inn Kakamigahara,Gifu,249.0,12,1,12,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20998.0
アルセ琉球ハーバーステイ,Okinawa,325.0,12,1,12,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13522.0
HOTEL RINGS KYOTO,Kyoto,1552.0,12,15,12,20,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,36436.0
Hilltop Resort Fukuoka,Fukuoka,561.0,12,15,12,20,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,48786.0
Solaria Nishitetsu Hotel Kyoto Premier,Kyoto,2183.0,12,15,12,20,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,58149.0
Shinagawa Prince Hotel,Tokyo,10289.0,12,1,12,6,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,55569.0
Mitsui Garden Hotel Kanazawa,Ishikawa,2713.0,12,15,12,20,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32092.0
栞-shiori-FURANO,Hokkaido,29.0,12,1,12,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39663.0
Hilton Tokyo Hotel,Tokyo,1111.0,12,1,12,6,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,87836.0
Nakao Kogen Hotel Kazaguruma,Gifu,1167.0,12,1,12,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,53662.0
Kyoto Guesthouse HIVE,Kyoto,826.0,12,1,12,6,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18478.0
Hotel Route Inn Isehara Ooyama Inter -Kokudo 246 Gou-,Kanagawa,467.0,12,1,12,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23137.0
Hotel Wing International Asahikawa Ekimae,Hokkaido,1114.0,12,1,12,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17634.0
Hotel Maira,Okayama,1870.0,12,1,12,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36164.0
Hotel Hulaton Fukuokahakata,Fukuoka,3435.0,12,15,12,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26020.0
BON Condo Namba Nipponbashi,Osaka,710.0,12,1,12,6,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,36212.0
Hotel Morning Box Osaka Shinsaibashi,Osaka,2167.0,12,15,12,20,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25135.0
ANA Crowne Plaza Yonago by IHG,Tottori,425.0,12,15,12,20,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,23969.0
Kagoshima Plaza Hotel Tenmonkan,Kagoshima,1467.0,12,22,12,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16656.0
Tabino Hotel lit Miyakojima,Okinawa,286.0,12,22,12,27,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27340.0
InterContinental Yokohama Grand by IHG,Kanagawa,3369.0,12,22,12,27,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,56260.0
Villa Fontaine Grand Haneda Airport,Tokyo,16896.0,11,10,11,15,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,51593.0
Hotel Intergate Osaka Umeda,Osaka,5382.0,11,10,11,15,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,61203.0
lyf Shibuya Tokyo,Tokyo,377.0,12,22,12,27,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,75659.0
Sotetsu Fresa Inn Sendai,Miyagi,4546.0,12,22,12,27,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23998.0
Hakuba Panorama Hotel,Nagano,640.0,10,27,11,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,36212.0
Hotel Route-Inn Hakata Ekimae -Hakataguchi-,Fukuoka,1584.0,10,27,11,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,35794.0
Daiwa Roynet Hotel Oita,Oita,954.0,12,22,12,27,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17693.0
Hotel Route-Inn Kashiwa Minami -Kokudo 16Gouzoi-,Chiba,432.0,10,27,11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20707.0
Imperial Hotel Osaka,Osaka,1571.0,10,27,11,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,82857.0
OND HOTEL（オンドホテル）,Saga,77.0,11,10,11,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113157.0
Imperial Hotel Tokyo,Tokyo,2070.0,12,22,12,27,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,139988.0
Skye Niseko,Hokkaido,148.0,10,13,10,18,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,40480.0
LC Goryokaku Hotel,Hokkaido,1178.0,10,13,10,18,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28418.0
ORIENTAL HOTEL KYOTO ROKUJO,Kyoto,2665.0,11,3,11,8,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49089.0
Hotel Mystays Premier Hamamatsucho,Tokyo,2417.0,10,13,10,18,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,59339.0
Stay's OTARU,Hokkaido,532.0,11,3,11,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27978.0
Higashi Kumamoto Business Center,Kumamoto,190.0,11,3,11,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24303.0
OTHER SPACE Asakusa,Tokyo,2083.0,10,13,10,18,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,64727.0
Tabist Hirosaki Touei Hotel,Aomori,149.0,11,3,11,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21387.0
KOKO HOTEL Sapporo Ekimae,Hokkaido,4756.0,11,3,11,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27756.0
karaksa hotel grande Shin-Osaka Tower,Osaka,8500.0,11,3,11,8,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,41034.0
DoubleTree by Hilton Toyama,Toyama,738.0,11,3,11,8,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,35866.0
Daiwa Roynet Hotel Takamatsu,Kagawa,1485.0,10,13,10,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44184.0
Hotel Hanafuji Inn,Hokkaido,774.0,11,3,11,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,33928.0
Kamon Hotel Namba,Osaka,2245.0,10,13,10,18,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,30953.0
HOTEL THE LEBEN OSAKA,Osaka,1134.0,11,3,11,8,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,75416.0
all day place shibuya,Tokyo,4881.0,10,13,10,18,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,104454.0
Hotel Route-Inn Takaoka Ekimae,Toyama,501.0,12,29,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
NASPA New Otani,Niigata,404.0,10,13,10,18,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,37797.0
HOTEL MYSTAYS Kiyosumi Shirakawa,Tokyo,1088.0,10,13,10,18,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,35666.0
Shinjuku Washington Hotel Annex,Tokyo,1676.0,10,13,10,18,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,43683.0
HOTEL LASCALA,Wakayama,807.0,10,13,10,18,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,22476.0
MIMARU SUITES KYOTO CENTRAL,Kyoto,285.0,11,3,11,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Hotel Sunroute Ginza,Tokyo,2280.0,10,13,10,18,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,47907.0
Fuji Lake Hotel,Yamanashi,1427.0,11,3,11,8,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,105044.0
THE KNOT TOKYO Shinjuku,Tokyo,11054.0,11,3,11,8,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,54712.0
Hotel Sosei Sapporo MGallery Collection,Hokkaido,237.0,12,8,12,13,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,54751.0
Sotetsu Grand Fresa Kumamoto,Kumamoto,1471.0,12,22,12,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20816.0
Toyoko Inn Hokkaido Asahikawa eki Higashi guchi,Hokkaido,578.0,11,24,11,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20007.0
Sanco Inn Nagoya Shinkansen-guchi Annex,Aichi,3565.0,11,24,11,29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25081.0
Hotel Route-Inn Aomori Ekimae,Aomori,595.0,12,22,12,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
"GLOU Koiwa Tokyo - Economic APT in a Japanese Local Shopping Street, with Direct Access to Shinjuku & Akihabara",Tokyo,50.0,8,25,8,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15217.0
"The Prince Park Tower Tokyo - Preferred Hotels & Resorts, LVX Collection",Tokyo,3276.0,8,25,8,30,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,90645.0
Premier Hotel - CABIN PRESIDENT - Hakodate,Hokkaido,2540.0,7,7,7,12,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37238.0
Private condo Kourijima by Coldio Smart Resort,Okinawa,558.0,8,25,8,30,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,142792.0
AQUASENSE Hotel & Resort,Okinawa,471.0,8,25,8,30,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,108175.0
Ocean View Hiromi SPA Hotel温泉と絶景の宿,Shizuoka,281.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,77382.0
アルファベットイン那覇国際通りWEST,Okinawa,151.0,7,7,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Hotel and Spa Gift TAKAYAMA,Gifu,840.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,29397.0
Oriental Hotel Tokyo Bay,Chiba,5643.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55961.0
Hotel Hewitt Koshien,Hyogo,3388.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,25445.0
Okinawa Prince Hotel Ocean View Ginowan,Okinawa,1621.0,7,7,7,12,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,78676.0
THE SENAGAJIMA STORYLINE,Okinawa,333.0,7,7,7,12,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,51157.0
The Yuinchi Hotel Nanjo,Okinawa,1198.0,7,7,7,12,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,35557.0
Asakusa View Hotel Annex Rokku,Tokyo,933.0,8,25,8,30,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,68100.0
Kyoto Pleasant Hotel,Kyoto,153.0,7,7,7,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33692.0
Hotel Monterey Fukuoka,Fukuoka,1445.0,7,7,7,12,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36754.0
Karry CONDO CHURAUMI,Okinawa,531.0,8,25,8,30,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38694.0
Condominium Hotel Monpa,Okinawa,1190.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45961.0
Aqua Palace Chatan by Coldio Premium,Okinawa,948.0,7,7,7,12,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36212.0
Hotel Granvia Wakayama,Wakayama,2217.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27609.0
Comfort Villa,Okinawa,886.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Chisun Grand Takayama,Gifu,3496.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22124.0
谷町君 HOTEL 恵美須町72,Osaka,3597.0,8,25,8,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44800.0
Hotel Sunset Hill,Okinawa,642.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34157.0
&and COMFY HOTEL Kumamoto Jo View,Kumamoto,1747.0,7,28,8,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17953.0
ORI Kyoto,Kyoto,1958.0,8,25,8,30,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32480.0
ホテル ナインステイツ唐津,Saga,13.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
